word,meaning,level,frequency
frown,皱眉， 蹙额,CET4,
fruit,n.水果；果实；成果,CET4,
fruitful,多产的， 肥沃的,CET4,
frustrate,使沮丧， 使灰心； 挫败， 使受挫折,CET4,
fry,油煎， 油炸， 油炒,CET4,
fuel,加燃料； 加油；燃料，燃料剂；给…加燃料；刺激,CET4,
fulfil,履行， 实现， 完成； 满足， 使满意,CET4,
fulfill,履行， 实现， 完成； 满足， 使满意,CET4,
full,a.满的；完全的,CET4,
fun,n.乐趣，娱乐；玩笑,CET4,
function,运作， 运行；功能；职务，职责,CET4,
fund,资金，基金；存款；为…提供资金,CET4,
fundamental,基础的，基本的；基本原则,CET4,
funeral,葬礼， 丧礼， 丧葬,CET4,
funny,a.古怪的；滑稽的,CET4,
fur,软毛， 毛皮， 裘皮； 毛皮衣服,CET4,
furnace,炉子， 熔炉， 鼓风炉,CET4,
furnish,供应， 提供； 装备,CET4,
furniture,家具,CET4,
further,ad.更远地 a.更远的,CET4,
furthermore,而且， 此外,CET4,
fuss,忙乱； 大惊小怪， 小题大做； 烦恼， 过于忧虑,CET4,
future,n.将来，未来；前途,CET4,
gain,vt.获得；增加 n.增进,CET4,
gallery,画廊， 美术馆； 楼座； 旁听席； 回廊， 走廊,CET4,
gallon,加仑,CET4,
game,n.游戏；比赛；猎物,CET4,
gang,聚集， 结成一伙；一帮，一伙,CET4,
gaol,监禁；监狱,CET4,
gap,缺口； 间隔； 差距； 缺陷,CET4,
garage,n.车库；加油站,CET4,
garbage,垃圾， 废物； 废话； 无用的资料,CET4,
garden,n.花园，菜园；公园,CET4,
gardener,园丁， 花匠,CET4,
garlic,大蒜,CET4,
gas,n.煤气；气体；汽油,CET4,
gaseous,a.气体的，气态的,CET4,
gasoline,汽油,CET4,
gate,n.大门；篱笆门,CET4,
gather,vi.聚集；集合 vt.收集,CET4,
gay,a.快乐的；鲜明的,CET4,
gaze,凝视， 盯， 注视,CET4,
gear,齿轮，传动装置，排挡；用具，设备；衣服；使适应， 使适合,CET4,
gene,基因,CET4,
general,a.总的；一般的 n.将军,CET4,
generally,一般地， 通常地； 普遍地,CET4,
generate,发生， 引起； 生殖,CET4,
generation,n.一代(人)；产生,CET4,
generator,发电机； 发生器,CET4,
generic,【生物】 属的， 类的； 一般的， 普通的,CET4,
generous,慷慨的； 宽厚的； 大量的,CET4,
genius,天才， 天赋， 天资； 天才人物,CET4,
gentle,a.和蔼的；轻柔的,CET4,
gentleman,n.绅士；有教养的人,CET4,
gently,ad.有礼貌地；柔和地,CET4,
genuine,真的， 真正的； 真诚的,CET4,
geography,n.地理，地理学,CET4,
geometry,几何， 几何学,CET4,
germ,微生物， 细菌； 幼芽,CET4,
german,a.德国的 n.德国人,CET4,
germany,n.德意志，德国,CET4,
gesture,做手势；姿势，手势，姿态,CET4,
get,vi.变得，成为；到达,CET4,
ghost,鬼， 灵魂， 鬼魂,CET4,
giant,巨大的；巨人，巨物；才智超群的人,CET4,
gift,n.礼物，赠品；天赋,CET4,
girl,n.女孩子，姑娘；女儿,CET4,
give,vt.做，作；送给,CET4,
given,规定的，特定的；假设的；已知的；有癖好的，有倾向的；考虑到,CET4,
glad,a.高兴的；乐意的,CET4,
glance,看一下；一瞥；用扫视； 反射,CET4,
glass,n.玻璃；玻璃杯,CET4,
glimpse,看一眼，一瞥；瞥见；一瞥， 一看,CET4,
global,全球的， 全世界的； 总的， 完整的,CET4,
globe,地球， 世界； 地球仪； 球体,CET4,
glorious,光荣的； 壮丽的； 令人愉快的,CET4,
glory,光荣， 荣誉的事； 美丽,CET4,
glove,手套,CET4,
glow,发白热光；白热光；脸红；激情,CET4,
glue,胶，胶水；胶合,CET4,
go,vi.去；走；变为,CET4,
goal,n.球门；得分；目的,CET4,
goat,n.山羊,CET4,
god,n.神，神像；上帝,CET4,
gold,n.金；钱财 a.金制的,CET4,
golden,a.金色的；极好的,CET4,
golf,高尔夫球运动,CET4,
good,a.好的；有本事的,CET4,
goodbye,int.再见，再会,CET4,
goodness,天哪；善良， 美德， 好意,CET4,
goods,n.货物，商品,CET4,
goose,n.鹅，雌鹅,CET4,
govern,居支配地位， 占优势；统治，治理，支配,CET4,
government,n.政府；治理；政治,CET4,
governor,州长； 主管人员； 理事， 董事,CET4,
grab,抓取，攫取；赶紧做；抓住；抓，夺；抓， 夺,CET4,
grace,优美，优雅；风度，魅力；宽限，缓期；使优美,CET4,
graceful,优美的， 优雅的； 得体的,CET4,
grade,vt.给…分等级 n.等级,CET4,
gradual,逐渐的， 渐进的； 坡度平缓的,CET4,
gradually,ad.逐渐地，逐步地,CET4,
graduate,研究生的；毕业；毕业生；研究生,CET4,
grain,谷物， 谷粒； 颗粒； 少量， 微量,CET4,
gram,克,CET4,
grammar,语法； 语法书,CET4,
grammatical,a.语法上的,CET4,
gramme,gram的英式拼法,CET4,
grand,宏伟的； 重大的； 傲慢的； 派头大的； 绝佳的； 全部的,CET4,
granddaughter,n.孙女，外孙女,CET4,
grandfather,n.祖父；外祖父,CET4,
grandmother,n.祖母，外祖母,CET4,
grandson,n.孙子，外孙子,CET4,
grant,授予物；补助金；授予， 给予； 同意,CET4,
grape,葡萄， 葡萄藤,CET4,
graph,图， 图表,CET4,
grasp,抓紧，握紧；理解；抓； 理解,CET4,
grass,n.草；牧草；草地,CET4,
grateful,感激的； 令人愉快的,CET4,
gratitude,感激， 感谢， 感恩,CET4,
grave,严重的； 严肃的；坟墓,CET4,
gravity,重力， 引力； 严重性； 严肃， 庄重,CET4,
gray,a.灰色的 n.灰色,CET4,
great,a.大的；伟大的,CET4,
greatly,ad.大大地，非常,CET4,
greedy,贪吃的； 贪婪的； 渴望的,CET4,
greek,a.希腊的 n.希腊人,CET4,
green,a.绿色的 n.绿色,CET4,
greenhouse,温室， 暖房,CET4,
greet,vt.问候，招呼；反应,CET4,
greeting,n.问候，招呼，致敬,CET4,
grey,a.灰色的 n.灰色,CET4,
grind,磨， 磨快,CET4,
grip,握紧，抓牢；吸引住；紧握,CET4,
grocer,食品商， 杂货商,CET4,
grocery,n.食品杂货店,CET4,
gross,总的； 严重的； 粗俗的； 臃肿的,CET4,
ground,n.地；场地；根据,CET4,
group,n.小组，群 vi.聚集,CET4,
grow,vi.生长；变得；增长,CET4,
growth,增长， 增长量； 生长， 生长物,CET4,
guarantee,保证；保证书；担保物；保证， 担保,CET4,
guard,vt.守卫；看守 n.卫兵,CET4,
guess,vt.&vi.&n.猜测，推测,CET4,
guest,n.客人，宾客；旅客,CET4,
guidance,引导， 指导， 领导,CET4,
guide,n.导游者 vt.给…导游,CET4,
guideline,指导方针， 准则,CET4,
guilty,内疚的； 有罪的,CET4,
guitar,吉他， 六弦琴,CET4,
gulf,海湾； 巨大的分歧,CET4,
gum,口香糖； 树胶,CET4,
gun,n.枪，炮，手枪,CET4,
gunpowder,n.黑色火药；有烟火药,CET4,
guy,家伙， 伙计,CET4,
gym,体育馆； 健身房,CET4,
gymnasium,体育馆， 健身房,CET4,
habit,n.习惯；习性,CET4,
habitual,a.习惯性的，惯常的,CET4,
hair,n.头发，毛发；毛,CET4,
haircut,n.理发,CET4,
half,n.半，一半 a.一半的,CET4,
halfway,半路地； 在中途， 在半途；中途的；部分的；不彻底的,CET4,
hall,n.门厅；过道；会堂,CET4,
halt,停止，立定；停住,CET4,
hamburger,n.汉堡包，牛肉饼,CET4,
hammer,锤击；锤，榔头,CET4,
hand,n.手；人手；指针,CET4,
handbag,手提包,CET4,
handful,一把， 少数， 一小撮,CET4,
handkerchief,n.手帕,CET4,
handle,柄，把手；拿， 触； 操作， 处理,CET4,
handsome,a.英俊的；相当大的,CET4,
handwriting,笔迹， 手迹； 书法,CET4,
handy,手边的， 便于使用的,CET4,
hang,vt.挂，悬；吊死,CET4,
happen,发生； 碰巧， 恰好,CET4,
happiness,n.幸福，幸运；快乐,CET4,
happy,a.快乐的；幸福的,CET4,
harbour,海港，港口；庇护； 心怀,CET4,
hard,a.硬的；困难的,CET4,
harden,变硬； 变得坚强,CET4,
hardly,ad.几乎不，简直不,CET4,
hardship,艰难， 困苦,CET4,
hardware,五金器具； 硬件,CET4,
hare,n.野兔,CET4,
harm,伤害， 损害,CET4,
harmful,a.有害的,CET4,
harmony,调和， 协调， 和谐,CET4,
harness,治理；给上挽具；马具， 挽具,CET4,
harsh,严厉的； 粗糙的,CET4,
harvest,n.收获，收成 vt.收割,CET4,
haste,急速， 急忙； 草率,CET4,
hasten,vt.催促 vi.赶紧,CET4,
hat,n.帽子(一般指有边的),CET4,
hate,vt.恨，憎恨；不喜欢,CET4,
hateful,a.可恨的，可恶的,CET4,
hatred,憎恶， 憎恨， 仇恨,CET4,
have,v.aux.已经 vt.有；吃,CET4,
hay,干草,CET4,
hazard,危险；公害；尝试着做； 冒…风险,CET4,
he,pron.(主格)他,CET4,
head,n.头；上端 vt.率领,CET4,
headache,n.头痛；头痛的事,CET4,
heading,标题， 题词， 题名； 新闻提要,CET4,
headline,大字标题； 新闻提要,CET4,
headmaster,n.校长,CET4,
headquarters,司令部， 总部,CET4,
heal,愈合， 痊愈， 恢复健康；使愈合，治愈，使康复；调停，消除,CET4,
health,n.健康，健康状况,CET4,
healthy,a.健康的；有益健康的,CET4,
heap,堆， 大量,CET4,
hear,vt.听见；审讯；听说,CET4,
hearing,听力， 听觉； 听力所及之距离； 意见听取会； 申辩的机会,CET4,
heart,n.心，内心；勇气,CET4,
heat,n.热，炎热 vi.变热,CET4,
heating,n.加热，供暖,CET4,
heave,起伏，隆起；呕吐，恶心；举起，提起，拉起，拖；扔；发出；举起； 起伏， 升降,CET4,
heaven,n.天堂；天，天空,CET4,
heavily,ad.重重地；大量地,CET4,
heavy,a.重的；大的；充满的,CET4,
hedge,用篱笆围； 避免直接回答；篱笆，树篱；障碍物,CET4,
heel,脚后跟， 踵； 后跟,CET4,
height,n.高，高度；高处,CET4,
helicopter,直升机,CET4,
hell,地狱； 极大的痛苦,CET4,
hello,int.喂,CET4,
helmet,n.头盔，钢盔,CET4,
help,vt.帮助；援助 n.帮手,CET4,
helpful,给予帮助的； 有用的,CET4,
helpless,无助的； 无能的； 无法抗拒的,CET4,
hen,母鸡， 雌禽,CET4,
hence,因此， 所以； 今后,CET4,
her,pron.(宾格)她；她的,CET4,
herd,兽群，牧群；放牧,CET4,
here,ad.这里；向这里,CET4,
hero,n.男主角；英雄；勇士,CET4,
heroic,英雄的； 英勇的,CET4,
heroine,n.女主角；女英雄,CET4,
hers,pron.她的(所有物),CET4,
herself,pron.她自己；她亲自,CET4,
hesitant,犹豫的； 吞吞吐吐的,CET4,
hesitate,犹豫， 踌躇； 含糊； 不情愿,CET4,
heterogeneity,异种， 异质， 不同成分,CET4,
hi,ini.嗨(表示问候等),CET4,
hide,vt.把…藏起来；隐瞒,CET4,
high,a.高的；高级的 ad.高,CET4,
highlight,强调，突出，使显著；最精彩的部分； 最重要的事件,CET4,
highly,高度地， 极， 非常赞许地,CET4,
highway,公路， 大路,CET4,
hill,n.小山，山岗；丘陵,CET4,
hillside,n.(小山)山腰，山坡,CET4,
him,pron.(宾格)他,CET4,
himself,pron.他自己；他亲自,CET4,
hint,暗示， 示意；暗示，示意；细微的迹象；建议,CET4,
hip,臀部， 髋部,CET4,
hire,租用； 雇用,CET4,
his,pron.他的，他的东西,CET4,
historic,历史上著名的， 具有重大历史意义的,CET4,
historical,历史的， 有关历史的,CET4,
history,n.历史；个人经历,CET4,
hit,vt.打；碰撞 n.击,CET4,
hobby,业余爱好， 癖好,CET4,
hold,vt.拿住；掌握；拥有,CET4,
hole,n.洞；孔眼，裂开处,CET4,
holiday,n.假日，节日；假期,CET4,
hollow,空的， 空洞的； 沉闷的； 虚伪的,CET4,
holy,神圣的， 圣洁的， 虔诚的,CET4,
home,n.家；家乡 a.家庭的,CET4,
homogeneous,同种类的， 同性质的， 有相同特征的,CET4,
honest,a.诚实的；可敬的,CET4,
honesty,n.诚实，正直,CET4,
honey,蜜， 蜂蜜； 甜， 甜蜜； [常用于称呼] 宝贝儿,CET4,
honeymoon,n.蜜月,CET4,
honour,n.光荣；尊敬，敬意,CET4,
honourable,光荣的； 可敬的； 正直的,CET4,
hook,钩住；钩，挂钩,CET4,
hope,n.&vt.&vi.希望,CET4,
hopeful,有希望的,CET4,
hopeless,没有希望的， 绝望的,CET4,
horizon,地平线； 眼界， 见识,CET4,
horizontal,地平的， 水平的,CET4,
horn,角； 号角； 警报器,CET4,
horrible,令人恐惧的， 可怕的； 骇人听闻的； 极讨厌的， 使人不愉快的； 糟透的,CET4,
horror,恐怖； 憎恶； 令人恐怖的事物,CET4,
horse,n.马；马科动物,CET4,
horsepower,马力,CET4,
hospital,n.医院,CET4,
hospitalize,就医,CET4,
host,n.主人；东道主,CET4,
hostess,n.女主人；空姐,CET4,
hostile,敌方的； 不友善的,CET4,
hot,a.热的；刺激的；辣的,CET4,
hotel,n.旅馆,CET4,
hour,n.小时；时间，时刻,CET4,
house,n.房屋，住宅；商号,CET4,
household,家庭的； 家喻户晓的；家庭，户；家务,CET4,
housewife,n.家庭主妇,CET4,
housing,房屋， 住宅； 住房建筑， 住房供给； 外壳， 外罩,CET4,
how,ad.怎么；怎样；多少,CET4,
however,ad.然而；不管怎样,CET4,
huge,a.巨大的，庞大的,CET4,
human,a.人的，人类的 n.人,CET4,
humble,谦逊的； 地位低下的； 简陋的,CET4,
humid,a.湿的，湿气重的,CET4,
humorous,幽默的， 诙谐的,CET4,
humour,幽默， 诙谐， 幽默感,CET4,
hundred,"[ˈhʌndrid], num.百，百个 n.许多",CET4,
hunger,n.饿，饥饿；渴望,CET4,
hungry,a.饥饿的；渴望的,CET4,
hunt,打猎； 搜寻； 驱逐,CET4,
hurry,vi.赶紧 vt.催促,CET4,
hurt,vt.使受伤；使痛心,CET4,
husband,n.丈夫,CET4,
hut,小屋， 棚屋,CET4,
hydrogen,氢,CET4,
i,pron.(主格)我,CET4,
ice,n.冰，冰块 vt.冰镇,CET4,
ice-cream,n.冰淇淋,CET4,
idea,n.想法；思想；意见,CET4,
ideal,理想的；观念的；空想的；理想； 理想的东西,CET4,
identical,完全相同的， 同一的,CET4,
identify,一致；认出，鉴定；把…等同于,CET4,
identity,身份； 个性， 特性； 同一性， 一致性,CET4,
idle,空闲的，懒散的；无用的；虚度， 无所事事,CET4,
if,conj.假如，如果,CET4,
ignorance,无知， 愚昧,CET4,
ignorant,不知道的， 无知的,CET4,
ignore,不顾， 不理， 忽视,CET4,
ill,a.有病的；坏的 ad.坏,CET4,
illegal,不合法的， 非法的,CET4,
illness,n.病，疾病,CET4,
illustrate,说明,CET4,
illustration,说明， 图解， 例证,CET4,
image,像； 形象； 映像； 形象的描述,CET4,
imaginary,想象中的， 假想的,CET4,
imagination,想象， 想象力， 空想； 想象出,CET4,
imagine,vt.想象，设想；料想,CET4,
imitate,模仿， 仿效， 仿制,CET4,
immediate,a.立即的；直接的,CET4,
immediately,立即， 马上； 直接地， 紧接地,CET4,
immense,巨大的； 极好的,CET4,
immigrant,移民， 侨民,CET4,
impact,影响， 作用， 冲击,CET4,
impatient,不耐烦的， 急躁的,CET4,
implement,工具， 器具， 用具；使生效， 履行， 实施,CET4,
implication,含意， 暗示， 暗指； 卷入， 牵连,CET4,
imply,暗示， 意指,CET4,
import,输入， 进口；输入， 进口； 进口商品； 意义， 重要性,CET4,
importance,n.重要；重要性,CET4,
important,a.重要的；有势力的,CET4,
impose,利用， 占便宜； 欺骗；把…强加于；征,CET4,
impossible,a.不可能的，办不到的,CET4,
impress,给人印象，引人注目；给…深刻印象；印，压印；印记； 特征,CET4,
impression,印象； 印记,CET4,
impressive,给人深刻印象的,CET4,
imprison,vt.关押，监禁；限制,CET4,
improve,变得更好； 改善； 提高,CET4,
improvement,改进， 改善； 改进处,CET4,
in,prep.在…里 ad.进，入,CET4,
inch,n.英寸,CET4,
incident,发生的事， 事件,CET4,
incline,倾斜； 弯； 倾向于；斜坡,CET4,
include,包括， 包含,CET4,
income,n.收入；收益；进款,CET4,
incorrect,a.不正确的，错误的,CET4,
increase,vt.&vi.&n.增加,CET4,
increasingly,日益， 越来越多地,CET4,
incredible,不能相信的， 不可信的； 难以置信的， 不可思议的； 惊人的,CET4,
indeed,ad.真正地；确实,CET4,
independence,独立， 自主， 自立,CET4,
independent,独立的， 自主的； 无偏见的； 不相关联的,CET4,
index,索引； 指数， 指标,CET4,
india,n.印度,CET4,
indian,a.印度的 n.印度人,CET4,
indicate,标示， 表示， 表明,CET4,
indication,指示， 表示， 表明； 象征， 迹象,CET4,
indifferent,冷漠的， 不积极的； 一般的， 平平的,CET4,
indirect,间接的， 婉转的,CET4,
indispensable,必不可少的， 必需的,CET4,
individual,个别的；独特的；个人， 个体,CET4,
indoor,在室内， 在户内；室内的,CET4,
indoors,ad.在室内，在屋里,CET4,
industrial,工业的， 产业的,CET4,
industrialize,工业化,CET4,
industry,n.工业，产业；勤劳,CET4,
inefficient,a.效率低的，无能的,CET4,
inevitable,不可避免的， 必然的,CET4,
inexpensive,"a.花费不多的,廉价的",CET4,
infant,婴儿的； 幼稚的；婴儿,CET4,
infect,传染， 感染； 影响,CET4,
infer,推论， 推断； 猜想,CET4,
inference,推断结果， 结论； 推论， 推理， 推断,CET4,
inferior,下等的，劣等的；次于…的；下级， 下属,CET4,
infinite,无限的； 无穷的,CET4,
inflation,通货膨胀； 膨胀,CET4,
influence,影响，作用；影响力，势力；产生影响力的人；影响,CET4,
influential,有影响的； 有权势的,CET4,
inform,告发， 告密；通知；报告,CET4,
information,n.消息，信息；通知,CET4,
ingredient,组成部分， 成分； 原料； 要素， 因素,CET4,
inhabitant,居民， 住户,CET4,
